Percentile,Latency (ms)
92.49,84.159
93.41,85.119
94.24,86.143
94.93,87.103
95.61,88.127
96.22,89.151
96.75,90.111
97.26,91.135
97.65,92.159
98.04,93.119
98.34,94.143
98.61,95.103
98.75,96.127
98.89,97.151
99.06,98.111
99.13,99.135
99.21,100.159
99.31,101.119
99.4,102.143
99.45,103.103
99.49,104.127
99.51,105.151
99.52,106.111
99.53,107.135
99.54,108.159
99.55,109.119
99.6,113.151
99.61,114.111
99.62,130.111
99.63,134.143
99.64,135.167
99.66,140.159
99.67,142.207
99.69,157.183
99.71,158.207
99.74,161.151
99.75,162.175
99.76,163.199
99.77,164.223
99.81,165.119
99.85,166.143
99.87,168.191
99.88,169.215
99.89,171.135
99.9,172.159
99.91,173.183
99.93,185.215
99.95,186.111
99.97,188.159
99.98,195.199
99.99,196.223
100.0,201.215
0.0,2.855
50.0,21.279
75.0,76.159
87.5,84.735
93.75,90.495
96.875,94.591
98.438,98.687
99.219,106.111
99.609,148.223
99.805,172.671
99.902,196.095
99.951,199.039
99.976,205.439
99.988,205.823
99.994,206.079
100.0,206.079
0.0,0.103
0.03,3.103
0.1,4.103
0.31,5.103
0.88,6.103
1.99,7.103
3.96,8.103
6.15,9.103
8.87,10.103
12.56,11.103
16.36,12.103
20.62,13.103
25.41,14.103
30.42,15.103
35.34,16.103
39.33,17.103
42.46,18.111
45.51,19.103
47.65,20.111
49.68,21.103
51.07,22.111
52.62,23.103
53.57,24.111
54.35,25.103
54.93,26.111
55.28,27.103
55.42,28.111
55.61,29.103
55.68,30.111
55.77,31.103
55.84,32.111
55.87,33.119
55.93,34.111
55.94,35.103
55.97,36.127
55.99,37.119
56.03,38.111
56.08,39.103
56.11,40.127
56.12,42.111
56.16,43.103
56.19,44.127
56.29,45.119
56.37,46.111
56.43,47.103
56.51,48.127
56.55,49.119
56.64,50.111
56.73,51.103
56.86,52.127
56.96,53.119
57.05,54.111
57.17,55.103
57.36,56.127
57.41,57.119
57.66,58.111
57.98,59.103
58.53,60.127
58.92,61.119
59.39,62.111
59.95,63.103
60.65,64.127
61.39,65.119
62.34,66.111
63.28,67.135
64.23,68.159
65.39,69.119
66.47,70.143
67.73,71.103
68.99,72.127
70.45,73.151
71.74,74.111
73.35,75.135
75.0,76.159
76.4,77.119
78.02,78.143
79.37,79.103
81.07,80.127
82.47,81.151
83.86,82.111
85.25,83.135
86.69,84.159
87.82,85.119
89.25,86.143
90.48,87.103
91.56,88.127
92.55,89.151
93.48,90.111
94.43,91.135
95.35,92.159
96.07,93.119
96.66,94.143
97.14,95.103
97.58,96.127
98.0,97.151
98.27,98.111
98.51,99.135
98.69,100.159
98.79,101.119
98.89,102.143
99.02,103.103
99.12,104.127
99.16,105.151
99.22,106.111
99.29,107.135
99.38,108.159
99.4,109.119
99.42,110.143
99.44,111.103
99.46,112.127
99.47,113.151
99.48,114.111
99.5,115.135
99.52,130.111
99.54,132.223
99.55,133.119
99.57,135.167
99.58,138.111
99.6,139.135
99.61,148.223
99.63,149.119
99.64,152.191
99.66,159.103
99.67,160.127
99.69,161.151
99.72,162.175
99.73,164.223
99.74,166.143
99.76,167.167
99.77,168.191
99.79,171.135
99.82,173.183
99.84,174.207
99.85,175.103
99.86,178.175
99.89,190.207
99.91,196.223
99.93,197.119
99.96,199.167
99.97,202.111
100.0,206.207
0.0,1.095
50.0,9.639
75.0,12.575
87.5,15.831
93.75,21.423
96.875,27.087
98.438,31.455
99.219,40.255
99.609,115.135
99.805,132.095
99.902,158.847
99.951,175.359
99.976,175.871
99.988,175.999
99.994,176.127
100.0,176.127
0.0,0.103
0.01,1.103
0.03,1.207
0.05,1.407
0.06,1.607
0.07,1.703
0.09,1.807
0.1,1.903
0.13,2.103
0.58,3.103
2.02,4.103
5.5,5.103
12.02,6.103
20.51,7.103
31.53,8.103
43.45,9.103
55.61,10.103
64.24,11.103
71.93,12.103
77.64,13.103
82.35,14.103
85.66,15.103
88.18,16.103
89.95,17.103
91.09,18.111
91.96,19.103
92.82,20.111
93.49,21.103
94.28,22.111
95.1,23.103
95.62,24.111
96.03,25.103
96.4,26.111
96.88,27.103
97.25,28.111
97.6,29.103
97.9,30.111
98.32,31.103
98.56,32.111
98.63,33.119
98.74,34.111
98.93,35.103
99.02,36.127
99.03,37.119
99.07,38.111
99.12,39.103
99.21,40.127
99.28,41.119
99.37,42.111
99.43,43.103
99.45,45.119
99.46,47.103
99.47,49.119
99.48,51.103
99.49,54.111
99.5,55.103
99.51,61.119
99.52,81.151
99.53,107.135
99.55,108.159
99.57,112.127
99.6,114.111
99.61,115.135
99.62,116.159
99.63,117.119
99.66,124.159
99.67,126.143
99.73,128.127
99.74,129.151
99.8,130.111
99.81,132.223
99.83,142.207
99.84,144.127
99.85,145.151
99.86,148.223
99.87,149.119
99.89,157.183
99.91,159.103
99.92,160.127
99.94,161.151
100.0,176.127
